template_id,response_unit_id,sar_frame,template_family,template_axis,template_operation,delta_m,delta_px,region_pixel_count,energy_delta,inner_density_delta,outer_band_density_delta,component_count_delta,principal_axis_change_deg,scale_yaw_feasible_change,template_scope
R21B00053_T07,R21B00053,39,center_shift,azimuth,shift,-0.3,-10,15401,-4242.057076,-0.202205,0.050551,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T08,R21B00053,39,center_shift,azimuth,shift,0.3,10,15401,-4242.057076,-0.202205,0.050551,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T09,R21B00053,39,center_shift,range,shift,-0.45,-15,15401,-6363.085614,-0.303307,0.075827,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T10,R21B00053,39,center_shift,range,shift,0.45,15,15401,-6363.085614,-0.303307,0.075827,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T11,R21B00053,39,center_shift,azimuth,shift,-0.45,-15,15401,-6363.085614,-0.303307,0.075827,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T12,R21B00053,39,center_shift,azimuth,shift,0.45,15,15401,-6363.085614,-0.303307,0.075827,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T13,R21B00053,39,single_boundary_shift,range_min,move,-0.15,-5,16016,51058.965632,-0.6338,0.15845,0,0.398795,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T14,R21B00053,39,single_boundary_shift,range_min,move,0.15,5,14787,35480.15015,0.6338,-0.15845,0,0.398795,1,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T15,R21B00053,39,single_boundary_shift,range_max,move,-0.15,-5,14787,35480.15015,-0.6338,0.15845,0,0.398795,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T16,R21B00053,39,single_boundary_shift,range_max,move,0.15,5,16016,51058.965632,0.6338,-0.15845,0,0.398795,1,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T17,R21B00053,39,single_boundary_shift,azimuth_min,move,-0.15,-5,16028,51211.077744,-0.6338,0.15845,0,0.398795,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T18,R21B00053,39,single_boundary_shift,azimuth_min,move,0.15,5,14775,35328.038038,0.6338,-0.15845,0,0.398795,1,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T19,R21B00053,39,single_boundary_shift,azimuth_max,move,-0.15,-5,14775,35328.038038,-0.6338,0.15845,0,0.398795,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T20,R21B00053,39,single_boundary_shift,azimuth_max,move,0.15,5,16028,51211.077744,0.6338,-0.15845,0,0.398795,1,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T21,R21B00053,39,single_boundary_shift,range_min,move,-0.3,-10,16630,58842.035369,-0.6338,0.15845,0,0.797589,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T22,R21B00053,39,single_boundary_shift,range_min,move,0.3,10,14173,27697.080414,0.6338,-0.15845,0,0.797589,1,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T23,R21B00053,39,single_boundary_shift,range_max,move,-0.3,-10,14173,27697.080414,-0.6338,0.15845,0,0.797589,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T24,R21B00053,39,single_boundary_shift,range_max,move,0.3,10,16630,58842.035369,0.6338,-0.15845,0,0.797589,1,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T25,R21B00053,39,single_boundary_shift,azimuth_min,move,-0.3,-10,16655,59158.935602,-0.6338,0.15845,0,0.797589,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T26,R21B00053,39,single_boundary_shift,azimuth_min,move,0.3,10,14148,27380.18018,0.6338,-0.15845,0,0.797589,1,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T27,R21B00053,39,single_boundary_shift,azimuth_max,move,-0.3,-10,14148,27380.18018,-0.6338,0.15845,0,0.797589,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T28,R21B00053,39,single_boundary_shift,azimuth_max,move,0.3,10,16655,59158.935602,0.6338,-0.15845,0,0.797589,1,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T29,R21B00053,39,scale_resize,range,resize,-0.15,-5,14787,35480.15015,-1.014081,0.25352,0,0.319036,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T30,R21B00053,39,scale_resize,range,resize,0.15,5,16016,51058.965632,1.014081,-0.25352,0,0.319036,1,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T31,R21B00053,39,scale_resize,azimuth,resize,-0.15,-5,14775,35328.038038,-1.014081,0.25352,0,0.319036,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T32,R21B00053,39,scale_resize,azimuth,resize,0.15,5,16028,51211.077744,1.014081,-0.25352,0,0.319036,1,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T33,R21B00053,39,scale_resize,range,resize,-0.3,-10,14173,27697.080414,-1.014081,0.25352,0,0.638071,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T34,R21B00053,39,scale_resize,range,resize,0.3,10,16630,58842.035369,1.014081,-0.25352,0,0.638071,1,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T35,R21B00053,39,scale_resize,azimuth,resize,-0.3,-10,14148,27380.18018,-1.014081,0.25352,0,0.638071,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00053_T36,R21B00053,39,scale_resize,azimuth,resize,0.3,10,16655,59158.935602,1.014081,-0.25352,0,0.638071,1,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T01,R21B00054,39,center_shift,range,shift,-0.15,-5,25304,-1872.444058,-0.06694,0.016735,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T02,R21B00054,39,center_shift,range,shift,0.15,5,25304,-1872.444058,-0.06694,0.016735,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T03,R21B00054,39,center_shift,azimuth,shift,-0.15,-5,25304,-1872.444058,-0.06694,0.016735,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T04,R21B00054,39,center_shift,azimuth,shift,0.15,5,25304,-1872.444058,-0.06694,0.016735,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T05,R21B00054,39,center_shift,range,shift,-0.3,-10,25304,-3744.888117,-0.13388,0.03347,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T06,R21B00054,39,center_shift,range,shift,0.3,10,25304,-3744.888117,-0.13388,0.03347,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T07,R21B00054,39,center_shift,azimuth,shift,-0.3,-10,25304,-3744.888117,-0.13388,0.03347,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T08,R21B00054,39,center_shift,azimuth,shift,0.3,10,25304,-3744.888117,-0.13388,0.03347,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T09,R21B00054,39,center_shift,range,shift,-0.45,-15,25304,-5617.332175,-0.20082,0.050205,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T10,R21B00054,39,center_shift,range,shift,0.45,15,25304,-5617.332175,-0.20082,0.050205,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T11,R21B00054,39,center_shift,azimuth,shift,-0.45,-15,25304,-5617.332175,-0.20082,0.050205,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T12,R21B00054,39,center_shift,azimuth,shift,0.45,15,25304,-5617.332175,-0.20082,0.050205,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T13,R21B00054,39,single_boundary_shift,range_min,move,-0.15,-5,26155,115975.743806,-0.57013,0.142532,0,0.29353,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T14,R21B00054,39,single_boundary_shift,range_min,move,0.15,5,24452,96557.132883,0.57013,-0.142532,0,0.29353,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T15,R21B00054,39,single_boundary_shift,range_max,move,-0.15,-5,24452,96557.132883,-0.57013,0.142532,0,0.29353,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T16,R21B00054,39,single_boundary_shift,range_max,move,0.15,5,26155,115975.743806,0.57013,-0.142532,0,0.29353,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T17,R21B00054,39,single_boundary_shift,azimuth_min,move,-0.15,-5,26046,114732.861486,-0.57013,0.142532,0,0.29353,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T18,R21B00054,39,single_boundary_shift,azimuth_min,move,0.15,5,24561,97800.015203,0.57013,-0.142532,0,0.29353,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T19,R21B00054,39,single_boundary_shift,azimuth_max,move,-0.15,-5,24561,97800.015203,-0.57013,0.142532,0,0.29353,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T20,R21B00054,39,single_boundary_shift,azimuth_max,move,0.15,5,26046,114732.861486,0.57013,-0.142532,0,0.29353,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T21,R21B00054,39,single_boundary_shift,range_min,move,-0.3,-10,27007,125690.750563,-0.57013,0.142532,0,0.587059,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T22,R21B00054,39,single_boundary_shift,range_min,move,0.3,10,23600,86842.126126,0.57013,-0.142532,0,0.587059,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T23,R21B00054,39,single_boundary_shift,range_max,move,-0.3,-10,23600,86842.126126,-0.57013,0.142532,0,0.587059,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T24,R21B00054,39,single_boundary_shift,range_max,move,0.3,10,27007,125690.750563,0.57013,-0.142532,0,0.587059,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T25,R21B00054,39,single_boundary_shift,azimuth_min,move,-0.3,-10,26789,123204.985923,-0.57013,0.142532,0,0.587059,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T26,R21B00054,39,single_boundary_shift,azimuth_min,move,0.3,10,23818,89327.890766,0.57013,-0.142532,0,0.587059,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T27,R21B00054,39,single_boundary_shift,azimuth_max,move,-0.3,-10,23818,89327.890766,-0.57013,0.142532,0,0.587059,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T28,R21B00054,39,single_boundary_shift,azimuth_max,move,0.3,10,26789,123204.985923,0.57013,-0.142532,0,0.587059,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T29,R21B00054,39,scale_resize,range,resize,-0.15,-5,24452,96557.132883,-0.912207,0.228052,0,0.234824,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T30,R21B00054,39,scale_resize,range,resize,0.15,5,26155,115975.743806,0.912207,-0.228052,0,0.234824,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T31,R21B00054,39,scale_resize,azimuth,resize,-0.15,-5,24561,97800.015203,-0.912207,0.228052,0,0.234824,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T32,R21B00054,39,scale_resize,azimuth,resize,0.15,5,26046,114732.861486,0.912207,-0.228052,0,0.234824,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T33,R21B00054,39,scale_resize,range,resize,-0.3,-10,23600,86842.126126,-0.912207,0.228052,0,0.469647,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T34,R21B00054,39,scale_resize,range,resize,0.3,10,27007,125690.750563,0.912207,-0.228052,0,0.469647,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T35,R21B00054,39,scale_resize,azimuth,resize,-0.3,-10,23818,89327.890766,-0.912207,0.228052,0,0.469647,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00054_T36,R21B00054,39,scale_resize,azimuth,resize,0.3,10,26789,123204.985923,0.912207,-0.228052,0,0.469647,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T01,R21B00055,39,center_shift,range,shift,-0.15,-5,2943,-550.389745,-0.242676,0.060669,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T02,R21B00055,39,center_shift,range,shift,0.15,5,2943,-550.389745,-0.242676,0.060669,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T03,R21B00055,39,center_shift,azimuth,shift,-0.15,-5,2943,-550.389745,-0.242676,0.060669,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T04,R21B00055,39,center_shift,azimuth,shift,0.15,5,2943,-550.389745,-0.242676,0.060669,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T05,R21B00055,39,center_shift,range,shift,-0.3,-10,2943,-1100.77949,-0.485353,0.121338,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T06,R21B00055,39,center_shift,range,shift,0.3,10,2943,-1100.77949,-0.485353,0.121338,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T07,R21B00055,39,center_shift,azimuth,shift,-0.3,-10,2943,-1100.77949,-0.485353,0.121338,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T08,R21B00055,39,center_shift,azimuth,shift,0.3,10,2943,-1100.77949,-0.485353,0.121338,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T09,R21B00055,39,center_shift,range,shift,-0.45,-15,2943,-1651.169235,-0.728029,0.182007,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T10,R21B00055,39,center_shift,range,shift,0.45,15,2943,-1651.169235,-0.728029,0.182007,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T11,R21B00055,39,center_shift,azimuth,shift,-0.45,-15,2943,-1651.169235,-0.728029,0.182007,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T12,R21B00055,39,center_shift,azimuth,shift,0.45,15,2943,-1651.169235,-0.728029,0.182007,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T13,R21B00055,39,single_boundary_shift,range_min,move,-0.15,-5,3232,27222.012346,-0.703048,0.175762,0,0.862944,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T14,R21B00055,39,single_boundary_shift,range_min,move,0.15,5,2653,19080.718364,0.703048,-0.175762,0,0.862944,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T15,R21B00055,39,single_boundary_shift,range_max,move,-0.15,-5,2653,19080.718364,-0.703048,0.175762,0,0.862944,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T16,R21B00055,39,single_boundary_shift,range_max,move,0.15,5,3232,27222.012346,0.703048,-0.175762,0,0.862944,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T17,R21B00055,39,single_boundary_shift,azimuth_min,move,-0.15,-5,3197,26729.878858,-0.703048,0.175762,0,0.862944,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T18,R21B00055,39,single_boundary_shift,azimuth_min,move,0.15,5,2689,19586.912809,0.703048,-0.175762,0,0.862944,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T19,R21B00055,39,single_boundary_shift,azimuth_max,move,-0.15,-5,2689,19586.912809,-0.703048,0.175762,0,0.862944,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T20,R21B00055,39,single_boundary_shift,azimuth_max,move,0.15,5,3197,26729.878858,0.703048,-0.175762,0,0.862944,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T21,R21B00055,39,single_boundary_shift,range_min,move,-0.3,-10,3522,31299.689815,-0.703048,0.175762,0,1.725887,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T22,R21B00055,39,single_boundary_shift,range_min,move,0.3,10,2363,15003.040895,0.703048,-0.175762,0,1.725887,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T23,R21B00055,39,single_boundary_shift,range_max,move,-0.3,-10,2363,15003.040895,-0.703048,0.175762,0,1.725887,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T24,R21B00055,39,single_boundary_shift,range_max,move,0.3,10,3522,31299.689815,0.703048,-0.175762,0,1.725887,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T25,R21B00055,39,single_boundary_shift,azimuth_min,move,-0.3,-10,3451,30301.361883,-0.703048,0.175762,0,1.725887,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T26,R21B00055,39,single_boundary_shift,azimuth_min,move,0.3,10,2435,16015.429784,0.703048,-0.175762,0,1.725887,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T27,R21B00055,39,single_boundary_shift,azimuth_max,move,-0.3,-10,2435,16015.429784,-0.703048,0.175762,0,1.725887,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T28,R21B00055,39,single_boundary_shift,azimuth_max,move,0.3,10,3451,30301.361883,0.703048,-0.175762,0,1.725887,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T29,R21B00055,39,scale_resize,range,resize,-0.15,-5,2653,19080.718364,-1.124877,0.281219,0,0.690355,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T30,R21B00055,39,scale_resize,range,resize,0.15,5,3232,27222.012346,1.124877,-0.281219,0,0.690355,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T31,R21B00055,39,scale_resize,azimuth,resize,-0.15,-5,2689,19586.912809,-1.124877,0.281219,0,0.690355,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T32,R21B00055,39,scale_resize,azimuth,resize,0.15,5,3197,26729.878858,1.124877,-0.281219,0,0.690355,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T33,R21B00055,39,scale_resize,range,resize,-0.3,-10,2363,15003.040895,-1.124877,0.281219,0,1.38071,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T34,R21B00055,39,scale_resize,range,resize,0.3,10,3522,31299.689815,1.124877,-0.281219,0,1.38071,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T35,R21B00055,39,scale_resize,azimuth,resize,-0.3,-10,2435,16015.429784,-1.124877,0.281219,0,1.38071,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00055_T36,R21B00055,39,scale_resize,azimuth,resize,0.3,10,3451,30301.361883,1.124877,-0.281219,0,1.38071,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00056_T01,R21B00056,40,center_shift,range,shift,-0.15,-5,7173,-1789.190749,-0.143797,0.035949,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00056_T02,R21B00056,40,center_shift,range,shift,0.15,5,7173,-1789.190749,-0.143797,0.035949,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
