component_edge_id,from_component_id,to_component_id,frame_gap,azimuth_shift,radial_shift_px,overlap_ratio,dilated_overlap_ratio,scale_ratio,contrast_change,relation_status,competition_ids,supporting_evidence,conflicting_evidence
WGV33D_EDGE_014091,WGV33D_MAIN_F0167_C006021,WGV33D_MAIN_F0169_C006100,2,-1.5344,12,0,0,0.75,0.456218,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006021;multi_predecessor:WGV33D_MAIN_F0169_C006100,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014092,WGV33D_MAIN_F0167_C006021,WGV33D_MAIN_F0169_C006101,2,1.5287,-0.8588,0.5,1,1,0.073731,weak_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006021;multi_predecessor:WGV33D_MAIN_F0169_C006101,gap=2;dilated_overlap=1,
WGV33D_EDGE_014093,WGV33D_MAIN_F0167_C006021,WGV33D_MAIN_F0169_C006102,2,2.7506,14.4754,0,0,1.25,-1.664355,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006021;multi_predecessor:WGV33D_MAIN_F0169_C006102,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014094,WGV33D_MAIN_F0167_C006023,WGV33D_MAIN_F0168_C006059,1,-5.4718,-14.2278,0,0,5.5,0.317028,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006023;multi_predecessor:WGV33D_MAIN_F0168_C006059,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014095,WGV33D_MAIN_F0167_C006023,WGV33D_MAIN_F0168_C006060,1,-4.4744,-28,0,0,1.5,2.819987,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006023;multi_predecessor:WGV33D_MAIN_F0168_C006060,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014096,WGV33D_MAIN_F0167_C006023,WGV33D_MAIN_F0168_C006061,1,0.5677,0,1,1,1.5,0.445638,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006023;multi_predecessor:WGV33D_MAIN_F0168_C006061,gap=1;dilated_overlap=1,
WGV33D_EDGE_014097,WGV33D_MAIN_F0167_C006023,WGV33D_MAIN_F0168_C006062,1,0.4462,56,0,0,1.5,0.597331,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006023;multi_predecessor:WGV33D_MAIN_F0168_C006062,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014098,WGV33D_MAIN_F0167_C006023,WGV33D_MAIN_F0168_C006063,1,3.5249,-25.5372,0,0,1.5,0.066732,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006023;multi_predecessor:WGV33D_MAIN_F0168_C006063,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014099,WGV33D_MAIN_F0167_C006023,WGV33D_MAIN_F0168_C006064,1,2.9652,10.7662,0,0.25,2,0.206543,weak_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006023;multi_predecessor:WGV33D_MAIN_F0168_C006064,gap=1;dilated_overlap=0.25,
WGV33D_EDGE_014100,WGV33D_MAIN_F0167_C006023,WGV33D_MAIN_F0169_C006101,2,-3.5434,-28.8588,0,0,2,2.126953,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006023;multi_predecessor:WGV33D_MAIN_F0169_C006101,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014101,WGV33D_MAIN_F0167_C006023,WGV33D_MAIN_F0169_C006102,2,-2.3215,-13.5246,0,0,2.5,0.388867,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006023;multi_predecessor:WGV33D_MAIN_F0169_C006102,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014102,WGV33D_MAIN_F0167_C006023,WGV33D_MAIN_F0169_C006103,2,0.467,56,0,0,1.5,0.994466,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006023;multi_predecessor:WGV33D_MAIN_F0169_C006103,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014103,WGV33D_MAIN_F0167_C006023,WGV33D_MAIN_F0169_C006104,2,1.4511,-1.7278,0,1,1,0.176758,weak_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006023;multi_predecessor:WGV33D_MAIN_F0169_C006104,gap=2;dilated_overlap=1,
WGV33D_EDGE_014104,WGV33D_MAIN_F0167_C006024,WGV33D_MAIN_F0168_C006061,1,0.6428,-54.1046,0,0,1.5,0.258138,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006024;multi_predecessor:WGV33D_MAIN_F0168_C006061,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014105,WGV33D_MAIN_F0167_C006024,WGV33D_MAIN_F0168_C006062,1,0.5213,1.8954,0.5,1,1.5,0.409831,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006024;multi_predecessor:WGV33D_MAIN_F0168_C006062,gap=1;dilated_overlap=1,
WGV33D_EDGE_014106,WGV33D_MAIN_F0167_C006024,WGV33D_MAIN_F0168_C006064,1,3.0403,-43.3384,0,0,2,0.019043,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006024;multi_predecessor:WGV33D_MAIN_F0168_C006064,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014107,WGV33D_MAIN_F0167_C006024,WGV33D_MAIN_F0169_C006103,2,0.5421,1.8954,0.5,1,1.5,0.806966,weak_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006024;multi_predecessor:WGV33D_MAIN_F0169_C006103,gap=2;dilated_overlap=1,
WGV33D_EDGE_014108,WGV33D_MAIN_F0167_C006024,WGV33D_MAIN_F0169_C006104,2,1.5262,-55.8324,0,0,1,-0.010742,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006024;multi_predecessor:WGV33D_MAIN_F0169_C006104,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014109,WGV33D_MAIN_F0167_C006025,WGV33D_MAIN_F0168_C006061,1,-2.1908,26.1132,0,0,0.75,0.45931,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006025;multi_predecessor:WGV33D_MAIN_F0168_C006061,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014110,WGV33D_MAIN_F0167_C006025,WGV33D_MAIN_F0168_C006063,1,0.7664,0.576,0.333333,1,0.75,0.080404,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006025;multi_predecessor:WGV33D_MAIN_F0168_C006063,gap=1;dilated_overlap=1,
WGV33D_EDGE_014111,WGV33D_MAIN_F0167_C006025,WGV33D_MAIN_F0168_C006064,1,0.2067,36.8794,0,0,1,0.220215,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006025;multi_predecessor:WGV33D_MAIN_F0168_C006064,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014112,WGV33D_MAIN_F0167_C006025,WGV33D_MAIN_F0169_C006102,2,-5.08,12.5886,0,0,1.25,0.402539,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006025;multi_predecessor:WGV33D_MAIN_F0169_C006102,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014113,WGV33D_MAIN_F0167_C006025,WGV33D_MAIN_F0169_C006104,2,-1.3074,24.3854,0,0,0.5,0.19043,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006025;multi_predecessor:WGV33D_MAIN_F0169_C006104,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014114,WGV33D_MAIN_F0167_C006026,WGV33D_MAIN_F0168_C006061,1,-1.2254,-9.3244,0,1,1,0.4375,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006026;multi_predecessor:WGV33D_MAIN_F0168_C006061,gap=1;dilated_overlap=1,
WGV33D_EDGE_014115,WGV33D_MAIN_F0167_C006026,WGV33D_MAIN_F0168_C006062,1,-1.3469,46.6756,0,0,1,0.589193,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006026;multi_predecessor:WGV33D_MAIN_F0168_C006062,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014116,WGV33D_MAIN_F0167_C006026,WGV33D_MAIN_F0168_C006063,1,1.7318,-34.8616,0,0,1,0.058594,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006026;multi_predecessor:WGV33D_MAIN_F0168_C006063,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014117,WGV33D_MAIN_F0167_C006026,WGV33D_MAIN_F0168_C006064,1,1.1721,1.4418,0.333333,1,1.333333,0.198405,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006026;multi_predecessor:WGV33D_MAIN_F0168_C006064,gap=1;dilated_overlap=1,
WGV33D_EDGE_014118,WGV33D_MAIN_F0167_C006026,WGV33D_MAIN_F0169_C006101,2,-5.3365,-38.1832,0,0,1.333333,2.118815,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006026;multi_predecessor:WGV33D_MAIN_F0169_C006101,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014119,WGV33D_MAIN_F0167_C006026,WGV33D_MAIN_F0169_C006102,2,-4.1146,-22.849,0,0,1.666667,0.380729,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006026;multi_predecessor:WGV33D_MAIN_F0169_C006102,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014120,WGV33D_MAIN_F0167_C006026,WGV33D_MAIN_F0169_C006103,2,-1.3261,46.6756,0,0,1,0.986328,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006026;multi_predecessor:WGV33D_MAIN_F0169_C006103,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014121,WGV33D_MAIN_F0167_C006026,WGV33D_MAIN_F0169_C006104,2,-0.342,-11.0522,0,0.5,0.666667,0.16862,weak_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006026;multi_predecessor:WGV33D_MAIN_F0169_C006104,gap=2;dilated_overlap=0.5,
WGV33D_EDGE_014122,WGV33D_MAIN_F0167_C006027,WGV33D_MAIN_F0168_C006065,1,1.029,0,0.666667,1,1,0.819662,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006027;multi_predecessor:WGV33D_MAIN_F0168_C006065,gap=1;dilated_overlap=1,
WGV33D_EDGE_014123,WGV33D_MAIN_F0167_C006027,WGV33D_MAIN_F0168_C006066,1,2.9989,36,0,0,1,0.688151,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006027;multi_predecessor:WGV33D_MAIN_F0168_C006066,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014124,WGV33D_MAIN_F0167_C006027,WGV33D_MAIN_F0168_C006067,1,4.4561,16,0,0,0.666667,0.05013,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006027;multi_predecessor:WGV33D_MAIN_F0168_C006067,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014125,WGV33D_MAIN_F0167_C006027,WGV33D_MAIN_F0169_C006105,2,1.6824,-0.786,0.666667,1,1.666667,1.782943,weak_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006027;multi_predecessor:WGV33D_MAIN_F0169_C006105,gap=2;dilated_overlap=1,
WGV33D_EDGE_014126,WGV33D_MAIN_F0167_C006027,WGV33D_MAIN_F0169_C006106,2,3.9882,34.1417,0,0,0.666667,0.08138,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006027;multi_predecessor:WGV33D_MAIN_F0169_C006106,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014127,WGV33D_MAIN_F0167_C006027,WGV33D_MAIN_F0169_C006107,2,5.5006,16,0,0,0.666667,-0.315104,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006027;multi_predecessor:WGV33D_MAIN_F0169_C006107,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014128,WGV33D_MAIN_F0167_C006028,WGV33D_MAIN_F0168_C006065,1,-1.4582,-34.0232,0,0,0.75,0.78418,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006028;multi_predecessor:WGV33D_MAIN_F0168_C006065,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014129,WGV33D_MAIN_F0167_C006028,WGV33D_MAIN_F0168_C006066,1,0.5117,1.9768,0.666667,1,0.75,0.652669,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006028;multi_predecessor:WGV33D_MAIN_F0168_C006066,gap=1;dilated_overlap=1,
WGV33D_EDGE_014130,WGV33D_MAIN_F0167_C006028,WGV33D_MAIN_F0168_C006067,1,1.9689,-18.0232,0,0,0.5,0.014648,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006028;multi_predecessor:WGV33D_MAIN_F0168_C006067,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014131,WGV33D_MAIN_F0167_C006028,WGV33D_MAIN_F0168_C006068,1,5.8222,-8.7957,0,0,0.75,0.541341,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006028;multi_predecessor:WGV33D_MAIN_F0168_C006068,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014132,WGV33D_MAIN_F0167_C006028,WGV33D_MAIN_F0169_C006105,2,-0.8048,-34.8092,0,0,1.25,1.747461,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006028;multi_predecessor:WGV33D_MAIN_F0169_C006105,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014133,WGV33D_MAIN_F0167_C006028,WGV33D_MAIN_F0169_C006106,2,1.501,0.1185,0,1,0.5,0.045898,weak_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006028;multi_predecessor:WGV33D_MAIN_F0169_C006106,gap=2;dilated_overlap=1,
WGV33D_EDGE_014134,WGV33D_MAIN_F0167_C006028,WGV33D_MAIN_F0169_C006107,2,3.0134,-18.0232,0,0,0.5,-0.350586,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006028;multi_predecessor:WGV33D_MAIN_F0169_C006107,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014135,WGV33D_MAIN_F0167_C006029,WGV33D_MAIN_F0168_C006065,1,-5.9519,-24.8929,0,0,0.75,-0.021484,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006029;multi_predecessor:WGV33D_MAIN_F0168_C006065,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014136,WGV33D_MAIN_F0167_C006029,WGV33D_MAIN_F0168_C006066,1,-3.982,11.1071,0,0,0.75,-0.152995,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006029;multi_predecessor:WGV33D_MAIN_F0168_C006066,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014137,WGV33D_MAIN_F0167_C006029,WGV33D_MAIN_F0168_C006067,1,-2.5248,-8.8929,0,1,0.5,-0.791016,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006029;multi_predecessor:WGV33D_MAIN_F0168_C006067,gap=1;dilated_overlap=1,
WGV33D_EDGE_014138,WGV33D_MAIN_F0167_C006029,WGV33D_MAIN_F0168_C006068,1,1.3285,0.3346,0.333333,1,0.75,-0.264323,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006029;multi_predecessor:WGV33D_MAIN_F0168_C006068,gap=1;dilated_overlap=1,
WGV33D_EDGE_014139,WGV33D_MAIN_F0167_C006029,WGV33D_MAIN_F0168_C006070,1,5.3542,-7.6018,0,0,0.75,-1.365234,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006029;multi_predecessor:WGV33D_MAIN_F0168_C006070,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014140,WGV33D_MAIN_F0167_C006029,WGV33D_MAIN_F0169_C006105,2,-5.2985,-25.6789,0,0,1.25,0.941797,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006029;multi_predecessor:WGV33D_MAIN_F0169_C006105,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014141,WGV33D_MAIN_F0167_C006029,WGV33D_MAIN_F0169_C006106,2,-2.9927,9.2488,0,0.5,0.5,-0.759766,weak_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006029;multi_predecessor:WGV33D_MAIN_F0169_C006106,gap=2;dilated_overlap=0.5,
WGV33D_EDGE_014142,WGV33D_MAIN_F0167_C006029,WGV33D_MAIN_F0169_C006107,2,-1.4803,-8.8929,0,1,0.5,-1.15625,weak_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006029;multi_predecessor:WGV33D_MAIN_F0169_C006107,gap=2;dilated_overlap=1,
WGV33D_EDGE_014143,WGV33D_MAIN_F0167_C006029,WGV33D_MAIN_F0169_C006108,2,1.6814,0.3151,0.333333,1,0.75,-0.399739,weak_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006029;multi_predecessor:WGV33D_MAIN_F0169_C006108,gap=2;dilated_overlap=1,
WGV33D_EDGE_014144,WGV33D_MAIN_F0167_C006029,WGV33D_MAIN_F0169_C006110,2,5.4849,-20.8929,0,0,0.5,-1.129883,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006029;multi_predecessor:WGV33D_MAIN_F0169_C006110,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014145,WGV33D_MAIN_F0167_C006030,WGV33D_MAIN_F0168_C006068,1,-3.1898,9.2275,0,0.333333,1.5,0.363607,weak_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006030;multi_predecessor:WGV33D_MAIN_F0168_C006068,gap=1;dilated_overlap=0.333,
WGV33D_EDGE_014146,WGV33D_MAIN_F0167_C006030,WGV33D_MAIN_F0168_C006069,1,1.5226,-20,0,0,2.5,-0.097461,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006030;multi_predecessor:WGV33D_MAIN_F0168_C006069,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014147,WGV33D_MAIN_F0167_C006030,WGV33D_MAIN_F0168_C006070,1,0.8359,1.2911,0.5,1,1.5,-0.737304,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006030;multi_predecessor:WGV33D_MAIN_F0168_C006070,gap=1;dilated_overlap=1,
WGV33D_EDGE_014148,WGV33D_MAIN_F0167_C006030,WGV33D_MAIN_F0168_C006071,1,4.0223,52,0,0,1,1.465821,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006030;multi_predecessor:WGV33D_MAIN_F0168_C006071,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014149,WGV33D_MAIN_F0167_C006030,WGV33D_MAIN_F0169_C006107,2,-5.9986,0,0,0,1,-0.52832,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006030;multi_predecessor:WGV33D_MAIN_F0169_C006107,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014150,WGV33D_MAIN_F0167_C006030,WGV33D_MAIN_F0169_C006108,2,-2.8369,9.208,0,0.333333,1.5,0.228191,weak_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006030;multi_predecessor:WGV33D_MAIN_F0169_C006108,gap=2;dilated_overlap=0.333,
WGV33D_EDGE_014151,WGV33D_MAIN_F0167_C006030,WGV33D_MAIN_F0169_C006109,2,1.5004,-20,0,0,1.5,-0.408528,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006030;multi_predecessor:WGV33D_MAIN_F0169_C006109,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014152,WGV33D_MAIN_F0167_C006030,WGV33D_MAIN_F0169_C006110,2,0.9666,-12,0,0,1,-0.501953,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006030;multi_predecessor:WGV33D_MAIN_F0169_C006110,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014153,WGV33D_MAIN_F0167_C006030,WGV33D_MAIN_F0169_C006111,2,4.9928,52,0,0,1,1.637696,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006030;multi_predecessor:WGV33D_MAIN_F0169_C006111,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014154,WGV33D_MAIN_F0167_C006031,WGV33D_MAIN_F0168_C006068,1,-4.6603,29.2275,0,0,1,1.016927,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006031;multi_predecessor:WGV33D_MAIN_F0168_C006068,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014155,WGV33D_MAIN_F0167_C006031,WGV33D_MAIN_F0168_C006069,1,0.0521,0,1,1,1.666667,0.555859,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006031;multi_predecessor:WGV33D_MAIN_F0168_C006069,gap=1;dilated_overlap=1,
WGV33D_EDGE_014156,WGV33D_MAIN_F0167_C006031,WGV33D_MAIN_F0168_C006070,1,-0.6346,21.2911,0,0,1,-0.083984,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006031;multi_predecessor:WGV33D_MAIN_F0168_C006070,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014157,WGV33D_MAIN_F0167_C006031,WGV33D_MAIN_F0168_C006072,1,4.5341,36,0,0,0.666667,0.174805,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006031;multi_predecessor:WGV33D_MAIN_F0168_C006072,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014158,WGV33D_MAIN_F0167_C006031,WGV33D_MAIN_F0169_C006108,2,-4.3074,29.208,0,0,1,0.881511,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006031;multi_predecessor:WGV33D_MAIN_F0169_C006108,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014159,WGV33D_MAIN_F0167_C006031,WGV33D_MAIN_F0169_C006109,2,0.0299,0,1,1,1,0.244792,weak_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006031;multi_predecessor:WGV33D_MAIN_F0169_C006109,gap=2;dilated_overlap=1,
WGV33D_EDGE_014160,WGV33D_MAIN_F0167_C006031,WGV33D_MAIN_F0169_C006110,2,-0.5039,8,0,1,0.666667,0.151367,weak_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006031;multi_predecessor:WGV33D_MAIN_F0169_C006110,gap=2;dilated_overlap=1,
WGV33D_EDGE_014161,WGV33D_MAIN_F0167_C006032,WGV33D_MAIN_F0168_C006071,1,-2.9467,4,0,0.5,1,1.75,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006032;multi_predecessor:WGV33D_MAIN_F0168_C006071,gap=1;dilated_overlap=0.5,
WGV33D_EDGE_014162,WGV33D_MAIN_F0167_C006032,WGV33D_MAIN_F0168_C006072,1,-0.9644,-32,0,0,1,-0.194336,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006032;multi_predecessor:WGV33D_MAIN_F0168_C006072,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014163,WGV33D_MAIN_F0167_C006032,WGV33D_MAIN_F0168_C006073,1,2.9957,-8,0,0.5,2,0.193359,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006032;multi_predecessor:WGV33D_MAIN_F0168_C006073,gap=1;dilated_overlap=0.5,
WGV33D_EDGE_014164,WGV33D_MAIN_F0167_C006032,WGV33D_MAIN_F0168_C006074,1,2.52,-25.9615,0,0,1,0.602539,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006032;multi_predecessor:WGV33D_MAIN_F0168_C006074,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014165,WGV33D_MAIN_F0167_C006032,WGV33D_MAIN_F0169_C006111,2,-1.9762,4,0,1,1,1.921875,weak_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006032;multi_predecessor:WGV33D_MAIN_F0169_C006111,gap=2;dilated_overlap=1,
WGV33D_EDGE_014166,WGV33D_MAIN_F0167_C006032,WGV33D_MAIN_F0169_C006112,2,3.2114,-25.2962,0,0,1.5,0.41862,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006032;multi_predecessor:WGV33D_MAIN_F0169_C006112,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014167,WGV33D_MAIN_F0167_C006032,WGV33D_MAIN_F0169_C006113,2,3.3138,-4.8954,0,0.4,2.5,0.058203,weak_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006032;multi_predecessor:WGV33D_MAIN_F0169_C006113,gap=2;dilated_overlap=0.4,
WGV33D_EDGE_014168,WGV33D_MAIN_F0167_C006033,WGV33D_MAIN_F0168_C006071,1,-3.9838,64,0,0,1,-0.882812,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006033;multi_predecessor:WGV33D_MAIN_F0168_C006071,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014169,WGV33D_MAIN_F0167_C006033,WGV33D_MAIN_F0168_C006072,1,-2.0015,28,0,0,1,-2.827148,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006033;multi_predecessor:WGV33D_MAIN_F0168_C006072,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014170,WGV33D_MAIN_F0167_C006033,WGV33D_MAIN_F0168_C006073,1,1.9586,52,0,0,2,-2.439453,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006033;multi_predecessor:WGV33D_MAIN_F0168_C006073,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014171,WGV33D_MAIN_F0167_C006033,WGV33D_MAIN_F0168_C006074,1,1.4829,34.0385,0,0,1,-2.030273,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006033;multi_predecessor:WGV33D_MAIN_F0168_C006074,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014172,WGV33D_MAIN_F0167_C006033,WGV33D_MAIN_F0169_C006111,2,-3.0133,64,0,0,1,-0.710937,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006033;multi_predecessor:WGV33D_MAIN_F0169_C006111,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_014173,WGV33D_MAIN_F0167_C006033,WGV33D_MAIN_F0169_C006112,2,2.1743,34.7038,0,0,1.5,-2.214192,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0167_C006033;multi_predecessor:WGV33D_MAIN_F0169_C006112,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
