structure_relation_id,scene,canonical_vehicle_id,segment_id,sar_frame_index,source_observation_id,target_observation_id,relation_types,global_dx_px,global_dy_px,global_distance_px,radial_delta_px,tangential_delta_px,orientation_difference_deg,collinearity_residual_px,parallel_score,near_far_order,shared_background_connection,notes
S1L-REL-0000347,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000690,S1L-OBS-0000697,spatial_neighbor;parallel;collinear;near_far_correspondence,70.017252,34.605224,78.102094,15.621705,76.523848,1.352734,1.098652,0.984970,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000348,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000690,S1L-OBS-0000714,spatial_neighbor;same_radial_band;collinear;near_far_correspondence;possible_shared_extended_response,94.621804,78.274554,122.801432,-3.772657,122.743466,22.790344,10.590579,0.746774,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000349,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000690,S1L-OBS-0000715,spatial_neighbor;near_far_correspondence,57.697422,109.273700,123.570765,-50.904790,112.598563,58.834017,24.067452,0.346289,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000350,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000695,S1L-OBS-0000697,spatial_neighbor;collinear;near_far_correspondence,81.620685,22.266254,84.603323,32.484299,78.118452,24.443861,10.951201,0.728402,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000351,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000695,S1L-OBS-0000714,spatial_neighbor;same_radial_band;near_far_correspondence;possible_shared_extended_response,106.225237,65.935584,125.025206,13.089937,124.338070,45.881471,18.360864,0.490206,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000352,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000695,S1L-OBS-0000715,spatial_neighbor;near_far_correspondence,69.300855,96.934730,119.159349,-34.042196,114.193167,81.925144,31.794869,0.089721,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000353,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000696,S1L-OBS-0000697,spatial_neighbor;same_azimuth_band;parallel;near_far_correspondence,-6.341378,21.086699,22.019581,-20.543144,7.927241,2.140865,75.844939,0.976213,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000354,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000696,S1L-OBS-0000698,spatial_neighbor;parallel;near_far_correspondence,33.081396,6.268490,33.670057,15.342770,29.971189,4.560004,20.163020,0.949333,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000355,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000696,S1L-OBS-0000714,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,18.263174,64.756029,67.282143,-39.937506,54.146859,19.296745,24.060577,0.785592,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000356,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000696,S1L-OBS-0000715,spatial_neighbor;collinear;near_far_correspondence,-18.661208,95.755175,97.556621,-87.069639,44.001956,55.340418,14.794813,0.385106,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000357,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000697,S1L-OBS-0000698,spatial_neighbor;parallel;near_far_correspondence,39.422774,-14.818209,42.115727,35.885914,22.043948,6.700869,49.351950,0.925546,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000358,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000697,S1L-OBS-0000714,spatial_neighbor;collinear;near_far_correspondence;possible_shared_extended_response,24.604552,43.669330,50.123790,-19.394362,46.219618,21.437610,10.412490,0.761804,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000359,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000697,S1L-OBS-0000715,spatial_neighbor;collinear;near_far_correspondence,-12.319830,74.668476,75.677999,-66.526495,36.074715,57.481283,13.136009,0.361319,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000360,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000697,S1L-OBS-0000716,spatial_neighbor;collinear;near_far_correspondence,68.846238,31.733224,75.807664,17.171513,73.837261,15.378163,4.005399,0.829132,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000361,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000697,S1L-OBS-0000726,spatial_neighbor;near_far_correspondence,-75.334233,60.376935,96.543363,-93.895046,-22.457546,23.610437,43.851882,0.737662,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000362,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000698,S1L-OBS-0000714,spatial_neighbor;parallel;near_far_correspondence;possible_shared_extended_response,-14.818222,58.487539,60.335495,-55.280276,24.175670,14.736741,54.027770,0.836258,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000363,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000698,S1L-OBS-0000715,spatial_neighbor;same_azimuth_band;near_far_correspondence,-51.742604,89.486685,103.369066,-102.412409,14.030767,50.780414,33.804148,0.435773,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000364,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000698,S1L-OBS-0000716,spatial_neighbor;parallel;collinear;near_far_correspondence,29.423464,46.551433,55.070647,-18.714401,51.793313,8.677294,13.574606,0.903586,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000365,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000714,S1L-OBS-0000715,spatial_neighbor;same_azimuth_band;near_far_correspondence;possible_shared_extended_response,-36.924382,30.999146,48.211586,-47.132133,-10.144903,36.043673,53.752489,0.599515,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000366,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000714,S1L-OBS-0000716,spatial_neighbor;parallel;near_far_correspondence;possible_shared_extended_response,44.241686,-11.936106,45.823546,36.565875,27.617643,6.059447,59.228437,0.932673,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000367,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000714,S1L-OBS-0000726,spatial_neighbor;collinear;near_far_correspondence;possible_shared_extended_response,-99.938785,16.707605,101.325736,-74.500684,-68.677164,45.048047,14.632153,0.499466,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000368,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000715,S1L-OBS-0000716,spatial_neighbor;near_far_correspondence,81.166068,-42.935252,91.822473,83.698008,37.762546,42.103120,65.889015,0.532188,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000369,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000715,S1L-OBS-0000726,spatial_neighbor;collinear;near_far_correspondence,-63.014403,-14.291541,64.614728,-27.368551,-58.532261,81.091720,7.637094,0.098981,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000370,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,7,S1L-OBS-0000743,S1L-OBS-0000751,spatial_neighbor;same_radial_band;near_far_correspondence,60.815213,78.596926,99.377899,-26.500866,95.779282,77.400673,37.422177,0.139993,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000371,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,7,S1L-OBS-0000743,S1L-OBS-0000756,spatial_neighbor;collinear;near_far_correspondence;possible_shared_extended_response,130.664672,57.461100,142.741145,32.266720,139.046370,30.117063,8.891447,0.665366,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000372,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,7,S1L-OBS-0000747,S1L-OBS-0000751,spatial_neighbor;same_azimuth_band;near_far_correspondence,-50.685454,60.054262,78.584538,-78.449327,-4.607900,48.041434,37.916975,0.466206,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000373,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,7,S1L-OBS-0000747,S1L-OBS-0000756,spatial_neighbor;parallel;near_far_correspondence;possible_shared_extended_response,19.164005,38.918436,43.380915,-19.681741,38.659188,0.757824,18.820103,0.991580,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000374,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,7,S1L-OBS-0000751,S1L-OBS-0000756,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,69.849459,-21.135826,72.977189,58.767586,43.267088,47.283610,61.798939,0.474627,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000375,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,7,S1L-OBS-0000751,S1L-OBS-0000765,spatial_neighbor;near_far_correspondence,-67.393127,22.943277,71.191485,-58.743327,-40.217521,42.814331,26.137871,0.524285,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000376,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,7,S1L-OBS-0000756,S1L-OBS-0000765,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,-137.242586,44.079103,144.147476,-117.510913,-83.484609,89.902059,27.132668,0.001088,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000377,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000784,S1L-OBS-0000790,spatial_neighbor;parallel;near_far_correspondence;possible_shared_extended_response,0.251872,35.354114,35.355011,-32.197803,-14.604052,2.489875,62.661126,0.972335,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000378,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000784,S1L-OBS-0000791,spatial_neighbor;parallel;near_far_correspondence;possible_shared_extended_response,48.718276,50.038881,69.838099,-65.861561,23.229612,12.855554,58.167756,0.857161,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000379,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000784,S1L-OBS-0000792,spatial_neighbor;parallel;near_far_correspondence;possible_shared_extended_response,-18.729477,59.578473,62.453084,-46.223525,-41.997305,14.895614,32.395802,0.834493,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000380,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000784,S1L-OBS-0000793,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,12.811764,63.103203,64.390648,-62.656050,-14.845036,19.884858,56.334655,0.779057,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000381,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000784,S1L-OBS-0000799,spatial_neighbor;same_azimuth_band;near_far_correspondence;possible_shared_extended_response,31.951990,80.745558,86.837635,-86.700824,-4.872585,28.891201,64.776679,0.678987,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000382,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000790,S1L-OBS-0000792,spatial_neighbor;parallel;collinear;near_far_correspondence,-18.981349,24.224359,30.775171,-14.025722,-27.393253,12.405739,11.766213,0.862158,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000383,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000790,S1L-OBS-0000793,spatial_neighbor;same_azimuth_band;near_far_correspondence,12.559892,27.749089,30.459199,-30.458247,-0.240984,17.394983,69.210589,0.806722,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000384,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000790,S1L-OBS-0000799,spatial_neighbor;near_far_correspondence,31.700118,45.391444,55.364977,-54.503021,9.731467,31.381076,51.436607,0.651321,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000385,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000791,S1L-OBS-0000793,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,-35.906512,13.064322,38.209346,3.205511,-38.074648,32.740412,7.591919,0.636218,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000386,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000791,S1L-OBS-0000798,spatial_neighbor;same_azimuth_band;near_far_correspondence,15.725439,23.102555,27.946690,-27.568523,4.581926,28.783855,68.159306,0.680179,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000387,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000791,S1L-OBS-0000799,spatial_neighbor;near_far_correspondence,-16.766286,30.706677,34.985831,-20.839263,-28.102197,16.035647,48.963199,0.821826,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000388,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000792,S1L-OBS-0000793,spatial_neighbor;parallel;near_far_correspondence,31.541241,3.524730,31.737574,-16.432525,27.152269,4.989244,46.529138,0.944564,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000389,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000792,S1L-OBS-0000799,spatial_neighbor;near_far_correspondence,50.681467,21.167085,54.924098,-40.477299,37.124720,43.786815,19.033807,0.513480,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000390,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000793,S1L-OBS-0000798,spatial_neighbor;parallel;near_far_correspondence,51.631951,10.038233,52.598712,-30.774034,42.656574,3.956557,52.187620,0.956038,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000391,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000793,S1L-OBS-0000799,spatial_neighbor;near_far_correspondence,19.140226,17.642355,26.030769,-24.044774,9.972451,48.776059,39.034054,0.458044,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000392,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000793,S1L-OBS-0000803,spatial_neighbor;near_far_correspondence,1.280922,35.260261,35.283520,-32.544342,-13.630572,38.625038,46.938465,0.570833,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000393,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000798,S1L-OBS-0000799,spatial_neighbor;same_radial_band;near_far_correspondence,-32.491725,7.604122,33.369670,6.729260,-32.684123,44.819502,16.806030,0.502006,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000394,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000798,S1L-OBS-0000805,spatial_neighbor;near_far_correspondence,-15.125623,32.307838,35.673251,-22.981024,-27.284673,18.249157,23.726842,0.797232,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000395,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000799,S1L-OBS-0000803,spatial_neighbor;parallel;near_far_correspondence,-17.859304,17.617906,25.086756,-8.499568,-23.603023,10.151021,38.093146,0.887211,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000396,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000799,S1L-OBS-0000805,spatial_neighbor;same_azimuth_band;near_far_correspondence,17.366102,24.703716,30.196938,-29.710284,5.399450,26.570345,51.259710,0.704774,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000397,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000799,S1L-OBS-0000807,spatial_neighbor;parallel;near_far_correspondence,5.550471,47.547775,47.870645,-45.489410,-14.910138,7.072709,72.635006,0.921414,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000398,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000803,S1L-OBS-0000805,spatial_neighbor;near_far_correspondence,35.225406,7.085810,35.931016,-21.210716,29.002473,16.419324,17.890620,0.817563,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000399,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000803,S1L-OBS-0000807,spatial_neighbor;near_far_correspondence,23.409775,29.929869,37.997561,-36.989842,8.692885,17.223730,41.262380,0.808625,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000400,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG01,58,S1L-OBS-0000805,S1L-OBS-0000807,spatial_neighbor;near_far_correspondence,-11.815631,22.844059,25.718868,-15.779126,-20.309588,33.643054,39.714316,0.626188,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000401,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG02,73,S1L-OBS-0000808,S1L-OBS-0000814,spatial_neighbor;parallel;near_far_correspondence;possible_shared_extended_response,31.020717,48.591679,57.649251,-54.932578,17.488514,12.896057,50.949066,0.856710,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000402,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG02,73,S1L-OBS-0000814,S1L-OBS-0000820,spatial_neighbor;parallel;near_far_correspondence;possible_shared_extended_response,-18.104477,38.908368,42.914254,-32.947539,-27.497144,12.414608,59.129283,0.862060,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000403,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG02,73,S1L-OBS-0000814,S1L-OBS-0000824,spatial_neighbor;collinear;near_far_correspondence;possible_shared_extended_response,-80.881563,62.270257,102.075522,-39.388354,-94.169899,44.994472,0.905052,0.500061,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000404,GM_RM011,GM_RM011:PV003,S0MV-GM_RM011-PV003-SEG02,73,S1L-OBS-0000814,S1L-OBS-0000826,spatial_neighbor;parallel;near_far_correspondence;possible_shared_extended_response,-3.893638,62.024371,62.146464,-58.939605,-19.705480,1.380217,87.095133,0.984664,target_nearer,false,geometric relation; no graph neural network or identity claim
